departamento,anio_referencia_y,mes_referencia_y,produccion_mensual_desde_semana_t,produccion_mensual_proxy_t,produccion_anual_departamental_t,area_cosechada_departamental_ha,rendimiento_departamental_t_ha,valor_cosecha_anual_millones,PRECTOTCORR,IMERG_PRECTOT,lluvia_acum_4s,lluvia_acum_8s,T2M_mean,T2M_MAX_mean,T2M_MIN_mean,RH2M_mean,GWETROOT_mean,ALLSKY_SFC_SW_DWN_mean,WS2M_mean,anomalia_lluvia_semana_iso_mean,indice_climatico_base_x_mean,indice_climatico_ajustado_x_mean,dummy_exceso_lluvia_p75_any,dummy_estres_hidrico_p25_any,dummy_temp_max_alta_p75_any,precio_interno_cop_carga_mean,precio_externo_exdock_cent_usd_lb_mean,exportaciones_mensual_miles_sacos_mean,trm_promedio_semana_cop_usd_mean,diff_target_mensual,fecha_mes,mes_label
ANTIOQUIA,2021,1,179.632091246951,198.8783867376958,2313.87,1752.93,1.229704035508213,10768530.45442331,9.02,284,39.95428571428571,45.85095238095238,21.81178571428572,26.97107142857143,18.10571428571428,80.05214285714285,0.6314285714285715,18.63892857142857,0.2196428571428571,-0.709732142857143,0.461031222057302,0.8383093666171906,0,0,0,1073214.285714286,16.25,1072.0,3497.6225,-19.24629549074476,2021-01-01,2021-01
ANTIOQUIA,2021,2,203.661770692534,203.661770692534,2313.87,1752.93,1.3942035610722665,10768530.45442331,10.43428571428571,284,42.12857142857143,82.08285714285714,22.23964285714286,27.70392857142857,18.44607142857143,78.45964285714285,0.5971428571428571,15.98535714285714,0.1403571428571428,-0.2429464285714285,0.3887767282400206,0.8166330184720061,0,0,1,1113535.714285714,16.88,1273.64,3554.505,0.0,2021-02-01,2021-02
ANTIOQUIA,2021,3,174.4807546802022,193.175121253081,2313.87,1752.93,1.1944396274594116,10768530.45442331,7.068571428571429,284,32.85857142857143,74.98714285714286,22.01392857142857,27.44464285714286,18.42714285714285,77.06714285714285,0.5746428571428571,15.38535714285714,0.1089285714285714,-3.225892857142857,0.3552700175769247,0.8065810052730773,0,1,1,1156107.142857143,16.25,1128.007,3603.13,-18.69436657287883,2021-03-01,2021-03
ANTIOQUIA,2021,4,175.0267488785212,149.0208078238053,2313.87,1752.93,1.198177329694999,10768530.45442331,15.90714285714286,355,54.75714285714285,92.47285714285714,22.78428571428572,28.16171428571429,19.02285714285714,76.06457142857144,0.5785714285714285,16.814,0.1225714285714285,-2.657571428571428,0.3772303845520897,0.8131691153656269,0,1,1,1209342.857142857,15.38,1035.027,3660.336,26.00594105471586,2021-04-01,2021-04
ANTIOQUIA,2021,5,102.3620427457186,113.3294044684742,2313.87,1752.93,0.7007379147761879,10768530.45442331,2.662857142857143,284,21.21,71.11,23.92714285714286,30.09821428571429,19.33928571428572,68.91285714285715,0.5392857142857143,17.66642857142857,0.082142857142857,-5.759375,0.2371546455427459,0.7711463936628237,0,1,1,1387714.285714286,15.13,345.0,3736.075,-10.96736172275558,2021-05-01,2021-05
ANTIOQUIA,2021,6,177.844553719411,193.5430738649916,2313.87,1752.93,1.2174671234064862,10768530.45442331,10.92428571428571,284,35.00857142857143,56.21857142857144,22.77357142857143,28.89321428571429,18.5375,73.17035714285714,0.5389285714285714,16.7925,0.0964285714285713,-4.276071428571429,0.3394554400955587,0.8018366320286675,0,1,1,1417821.428571428,15.31,890.284,3680.635,-15.69852014558066,2021-06-01,2021-06
ANTIOQUIA,2021,7,247.2119296719306,222.4273538999761,2313.87,1752.93,1.692334066998207,10768530.45442331,9.034285714285714,355,39.18857142857143,84.44285714285715,23.85342857142857,30.58457142857143,18.84971428571428,65.34371428571428,0.524,18.31114285714286,0.0817142857142856,-3.844714285714286,0.2646435666408355,0.7793930699922507,0,1,1,1557857.142857143,14.81,1184.276,3822.534,24.78457577195445,2021-07-01,2021-07
ANTIOQUIA,2021,8,152.0475147927476,168.3383199491135,2313.87,1752.93,1.0408688182146295,10768530.45442331,13.09571428571429,284,38.25714285714285,67.2,23.20678571428571,29.47035714285714,18.81928571428572,69.69392857142857,0.5360714285714285,17.98892857142857,0.0774999999999999,-1.164910714285714,0.3417990993009011,0.8025397297902703,0,1,1,1700964.285714286,14.88,1130.973,3885.995,-16.29080515636585,2021-08-01,2021-08
ANTIOQUIA,2021,9,251.3056992154136,222.4273538999761,2313.87,1752.93,1.720358708325468,10768530.45442331,15.58857142857143,355,70.72999999999999,122.5571428571428,23.45457142857143,29.95628571428571,18.86571428571429,70.47657142857142,0.5648571428571428,18.90085714285714,0.0828571428571428,-1.448928571428572,0.3597574133416785,0.8079272240025036,0,1,1,1723100.0,15.88,1089.832,3818.934,28.87834531543751,2021-09-01,2021-09
ANTIOQUIA,2021,10,168.166213082252,186.184021626779,2313.87,1752.93,1.1512122885608802,10768530.45442331,21.21,284,77.73857142857143,134.8985714285714,21.91785714285714,26.91607142857143,18.72821428571429,83.17357142857144,0.6153571428571428,17.17464285714286,0.1017857142857143,-1.400803571428572,0.5094073296230647,0.8528221988869193,0,1,1,1782785.714285715,15.63,986.834,3771.41,-18.01780854452701,2021-10-01,2021-10
ANTIOQUIA,2021,11,194.2053885664308,208.0772020354616,2313.87,1752.93,1.3294681834398232,10768530.45442331,12.28714285714286,284,48.40571428571428,126.1442857142857,21.23392857142857,25.80321428571429,18.0225,83.41285714285715,0.6203571428571428,16.54285714285714,0.1710714285714285,-3.005982142857143,0.4493376736993215,0.8348013021097964,0,0,0,1997101.19047619,15.25,1135.451,3895.2825,-13.8718134690308,2021-11-01,2021-11
ANTIOQUIA,2021,12,281.0812933728544,254.8071837481116,2313.87,1752.93,1.9241929343865716,10768530.45442331,16.86857142857143,355,72.21857142857142,135.9214285714286,21.288,26.03485714285714,18.148,84.674,0.622,15.30142857142857,0.162,0.1189285714285718,0.4361059149780622,0.8308317744934186,0,0,0,2115742.857142857,15.75,1167.18,3966.816,26.27410962474272,2021-12-01,2021-12
ANTIOQUIA,2022,1,173.632146179967,192.2355904135348,2454.68,1789.27,1.164489291252636,14502232.05729942,12.35571428571428,284,57.54142857142858,114.4628571428571,21.24357142857143,26.40214285714286,17.70392857142857,81.07249999999999,0.6221428571428571,15.6875,0.1685714285714285,0.1241964285714286,0.4292400447627495,0.8287720134288248,0,0,0,2153767.857142857,15.5,1031.827,4001.5425,-18.60344423356784,2022-01-01,2022-01
ANTIOQUIA,2022,2,204.3847784844363,205.5237648660833,2454.68,1789.27,1.3707363012922789,14502232.05729942,17.71,284,56.00142857142858,113.5428571428571,21.61928571428571,27.18857142857143,17.78464285714286,79.78178571428572,0.6085714285714285,15.53392857142857,0.1714285714285714,1.575982142857143,0.4736180160715138,0.8420854048214541,0,0,0,2212119.047619048,15.63,983.233,3938.4075,-1.138986381647015,2022-02-01,2022-02
ANTIOQUIA,2022,3,226.3735433523439,202.4231908271553,2454.68,1789.27,1.518207157236262,14502232.05729942,38.55571428571429,355,136.3557142857143,217.81,21.06885714285714,25.41057142857143,18.29142857142857,87.65857142857143,0.7265714285714286,16.33914285714285,0.1691428571428571,2.816214285714286,0.6345499772216397,0.8903649931664919,1,0,0,1994971.428571429,17.25,1120.626,3806.814,23.95035252518861,2022-03-01,2022-03
ANTIOQUIA,2022,4,156.757593461193,166.1021806568561,2454.68,1789.27,1.051317644365756,14502232.05729942,36.28285714285714,284,142.7957142857143,253.6985714285714,20.93892857142857,24.70607142857143,18.37714285714286,89.29714285714286,0.8721428571428572,15.94428571428571,0.1453571428571428,2.897589285714286,0.6982299373223092,0.9094689811966928,1,0,0,2030119.047619048,17.63,848.0,3801.7925,-9.344587195663138,2022-04-01,2022-04
ANTIOQUIA,2022,5,203.4376643606294,225.2345569706969,2454.68,1789.27,1.3643843424008413,14502232.05729942,32.22142857142858,284,136.9185714285714,279.7142857142857,21.29035714285714,25.15607142857143,18.51678571428571,89.22142857142856,0.937142857142857,16.33142857142857,0.1546428571428571,1.630267857142857,0.7848033724795317,0.9354410117438594,1,0,0,2097571.428571429,17.13,944.263,4028.5875,-21.79689261006746,2022-05-01,2022-05
ANTIOQUIA,2022,6,245.3725543148067,210.6175650728936,2454.68,1789.27,1.645626792925428,14502232.05729942,43.65285714285714,355,165.9757142857143,339.8,20.62285714285714,24.35028571428571,17.974,90.51571428571428,0.9537142857142856,15.48342857142857,0.1325714285714285,1.596928571428571,0.746829564191539,0.9240488692574615,1,0,0,2177485.714285715,17.38,939.0,3951.326,34.75498924191317,2022-06-01,2022-06
ANTIOQUIA,2022,7,188.7547900174369,208.9785175193052,2454.68,1789.27,1.265911505926575,14502232.05729942,34.15571428571429,284,110.3685714285714,239.4385714285714,21.08678571428571,25.015,18.03607142857143,88.18357142857143,0.9153571428571428,17.09642857142857,0.1760714285714285,3.384375,0.7424383474415046,0.9227315042324512,1,0,0,2248178.571428572,17.38,1020.512,4387.6125,-20.22372750186827,2022-07-01,2022-07
ANTIOQUIA,2022,8,189.8351459963002,210.1746259244753,2454.68,1789.27,1.273157070735888,14502232.05729942,23.69428571428571,284,144.1,254.4685714285714,20.98428571428571,25.03142857142857,18.13,87.58999999999999,0.9425,18.12142857142857,0.1567857142857143,1.484732142857143,0.7473734760337956,0.9242120428101386,1,0,0,2296321.428571429,17.44,872.0,4315.08,-20.33947992817508,2022-08-01,2022-08
ANTIOQUIA,2022,9,217.7331681668388,184.705624890424,2454.68,1789.27,1.460259221918473,14502232.05729942,33.88857142857143,355,118.5214285714286,281.3885714285714,20.80914285714286,24.916,17.91571428571428,89.02342857142858,0.8879999999999999,17.53828571428571,0.1351428571428571,2.211071428571429,0.717524108025019,0.9152572324075056,1,0,0,2409257.142857143,18.06,816.0,4438.996,33.02754327641483,2022-09-01,2022-09
ANTIOQUIA,2022,10,177.6328868753579,196.6649818977176,2454.68,1789.27,1.191320841742328,14502232.05729942,35.35428571428571,284,123.3357142857143,223.09,20.33392857142857,23.85571428571428,17.965,91.64214285714286,0.93,16.44892857142857,0.1246428571428571,2.135267857142857,0.7339543710627847,0.9201863113188352,1,0,0,2270857.142857143,18.06,944.0,4716.65,-19.03209502235975,2022-10-01,2022-10
ANTIOQUIA,2022,11,217.6260054696409,234.75774866169,2454.68,1789.27,1.4595405196732136,14502232.05729942,30.15142857142857,284,139.0457142857143,262.3814285714286,20.3,23.87035714285714,17.79535714285714,91.52535714285716,0.9775,15.38392857142857,0.1274999999999999,1.460089285714286,0.7031807932458127,0.9109542379737438,1,0,0,1997750.0,18.5,853.0,4931.7075,-17.13174319204913,2022-11-01,2022-11
ANTIOQUIA,2022,12,245.7447010103312,217.2616522991678,2454.68,1789.27,1.6481226489707952,14502232.05729942,13.93,355,86.96857142857142,255.8528571428571,19.84314285714286,23.93571428571429,16.842,89.34714285714286,0.9222857142857144,15.54485714285714,0.1737142857142857,-0.4687857142857144,0.5553662845070615,0.8666098853521185,1,0,0,1937114.285714286,19.75,1035.0,4793.856,28.48304871116338,2022-12-01,2022-12
ANTIOQUIA,2023,1,140.2036676598433,155.2254891948265,2029.31,1703.3,0.987755540373463,11143094.64744758,21.69285714285714,284,78.17,135.3,19.80571428571428,24.11964285714286,16.71714285714286,88.00285714285715,0.8789285714285714,16.31285714285714,0.1978571428571428,2.458482142857143,0.6038555020350236,0.8811566506105071,0,0,0,1823607.142857143,22.38,832.373,4720.7275,-15.02182153498319,2023-01-01,2023-01
ANTIOQUIA,2023,2,180.223537446495,183.3019889685451,2029.31,1703.3,1.2697014321364055,11143094.64744758,7.097142857142857,284,35.03285714285714,113.2028571428571,20.67357142857143,25.41571428571429,17.42892857142857,85.11214285714286,0.7632142857142857,17.27285714285714,0.2032142857142857,-1.077232142857143,0.5071480681755028,0.8521444204526508,0,0,0,2066000.0,21.75,929.255,4786.075,-3.078451522050131,2023-02-01,2023-02
ANTIOQUIA,2023,3,162.7254494468007,142.8861357910903,2029.31,1703.3,1.1464248185061987,11143094.64744758,41.02142857142857,355,143.2657142857143,189.8785714285714,20.77314285714285,24.79171428571429,18.012,88.29542857142857,0.8125714285714285,15.108,0.1685714285714285,3.309357142857143,0.6342573170902105,0.8902771951270629,1,0,0,1993171.428571429,20.88,906.561,4763.01,19.83931365571047,2023-03-01,2023-03
ANTIOQUIA,2023,4,94.44840221140144,101.194716655073,2029.31,1703.3,0.6654029393159263,11143094.64744758,27.13285714285714,284,100.25,231.9357142857143,21.30428571428571,25.57214285714286,18.24964285714286,88.21214285714287,0.8739285714285714,15.54857142857143,0.1389285714285714,0.6100892857142861,0.7057644994029869,0.911729349820896,0,0,0,1985821.428571428,17.75,723.151,4535.2875,-6.746314443671523,2023-04-01,2023-04
ANTIOQUIA,2023,5,130.220699026111,144.1729167789086,2029.31,1703.3,0.9174240523180484,11143094.64744758,25.24428571428571,284,83.27857142857144,183.5285714285714,22.06714285714286,25.87392857142857,19.11178571428572,87.37892857142856,0.8260714285714286,17.75178571428572,0.1660714285714285,-0.1140178571428576,0.6728765250040293,0.9018629575012088,0,0,0,1909642.857142857,17.38,845.853,4550.385,-13.95221775279759,2023-05-01,2023-05
ANTIOQUIA,2023,6,195.8408632973523,170.9626355648089,2029.31,1703.3,1.379727798724962,11143094.64744758,25.35,355,135.1571428571428,249.7328571428571,21.74885714285714,25.63057142857143,18.40257142857143,86.13114285714286,0.8362857142857143,18.63742857142858,0.1557142857142857,-2.063642857142857,0.7064615180932822,0.9119384554279848,1,0,0,1581771.428571428,15.88,753.422,4227.576,24.87822773254345,2023-06-01,2023-06
ANTIOQUIA,2023,7,152.9641397164419,169.3531546860607,2029.31,1703.3,1.077654950153997,11143094.64744758,17.67428571428572,284,79.21142857142857,183.0714285714286,21.98178571428571,25.6675,18.71214285714286,84.83321428571429,0.7532142857142857,19.26928571428572,0.2028571428571428,-0.7359821428571428,0.6273014563401552,0.8881904369020465,0,0,0,1315964.285714286,15.63,851.998,4066.7,-16.38901496961878,2023-07-01,2023-07
ANTIOQUIA,2023,8,176.5865886425566,155.9408140298257,2029.31,1703.3,1.24407859080061,11143094.64744758,17.44857142857143,355,60.34571428571429,149.2857142857143,22.914,27.782,18.98857142857143,77.862,0.6220000000000001,19.216,0.1757142857142857,-0.8610714285714286,0.4586573490792311,0.8375972047237692,0,0,1,1316914.285714286,17.0,816.755,4066.912,20.64577461273097,2023-08-01,2023-08
ANTIOQUIA,2023,9,143.3220136329599,151.8276962285803,2029.31,1703.3,1.0097247481920502,11143094.64744758,12.93714285714286,284,60.00428571428571,110.6214285714286,23.96571428571428,29.84321428571429,19.81214285714286,74.62428571428572,0.5810714285714286,20.1925,0.1485714285714285,-1.474375,0.3715127656032913,0.8114538296809873,0,1,1,1283328.869047619,18.0,840.002,3998.6925,-8.505682595620414,2023-09-01,2023-09
ANTIOQUIA,2023,10,186.9584367626535,206.9896978443664,2029.31,1703.3,1.31714979225729,11143094.64744758,21.81571428571429,284,80.49285714285713,140.4971428571428,21.80785714285714,25.95071428571428,19.08678571428572,86.17357142857142,0.6285714285714286,15.71714285714286,0.1603571428571428,-1.249375,0.5039726375567543,0.8511917912670263,0,1,1,1383750.0,20.38,908.637,4237.865,-20.0312610817129,2023-10-01,2023-10
ANTIOQUIA,2023,11,263.7484737674489,229.2806795831586,2029.31,1703.3,1.8581469413546567,11143094.64744758,25.16142857142858,355,112.8257142857143,215.8071428571428,21.462,25.24457142857143,18.71228571428571,88.72542857142858,0.7111428571428571,17.33542857142857,0.1794285714285714,-0.4795714285714284,0.574093778687002,0.8722281336061005,1,0,0,1410619.047619048,18.75,1104.61,4038.776,34.46779418429034,2023-11-01,2023-11
ANTIOQUIA,2023,12,197.060454544941,218.1740746747561,2029.31,1703.3,1.3883199991424249,11143094.64744758,13.54714285714286,284,46.79285714285714,137.13,22.06321428571429,26.16607142857143,19.09678571428572,85.19392857142857,0.6392857142857142,15.88964285714286,0.2142857142857142,0.1303571428571428,0.4528823918100019,0.8358647175430005,0,0,0,1467000.0,20.0,1066.685,3942.2475,-21.1136201298151,2023-12-01,2023-12
ANTIOQUIA,2024,1,131.2689861566678,145.3335203877394,2121.27,1440.21,1.093748712951593,16061885.36132928,1.445714285714286,284,25.27857142857142,72.07142857142857,24.28678571428571,30.62285714285714,19.51571428571429,67.32035714285715,0.5682142857142858,20.26714285714286,0.2135714285714286,-2.603303571428571,0.2717148104964083,0.7815144431489225,0,1,1,1417678.571428571,21.0,937.134,3914.335,-14.06453423107158,2024-01-01,2024-01
ANTIOQUIA,2024,2,172.3949048851673,145.6366142780162,2121.27,1440.21,1.436414730228236,16061885.36132928,12.62714285714286,355,40.79428571428571,73.2,23.98885714285714,30.35685714285714,19.62685714285714,72.90799999999999,0.542,17.81228571428571,0.124,-0.8407142857142855,0.2836206743252142,0.7850862022975642,0,1,1,1455914.285714286,26.0,1045.063,3930.926,26.75829060715108,2024-02-01,2024-02
ANTIOQUIA,2024,3,118.4750595100756,131.1688158861552,2121.27,1440.21,0.9871482034709572,16061885.36132928,7.958571428571428,284,29.53428571428571,63.20142857142857,24.88178571428572,31.3525,20.67464285714286,71.41714285714286,0.5264285714285715,16.75821428571428,0.1082142857142857,-2.772857142857143,0.1920809633271127,0.7576242889981337,0,1,1,1441214.285714286,26.25,1005.461,3895.665,-12.69375637607952,2024-03-01,2024-03
ANTIOQUIA,2024,4,104.9513110731899,112.4478332927035,2121.27,1440.21,0.874466732544753,16061885.36132928,20.49714285714286,284,60.16999999999999,89.7042857142857,23.475,28.78857142857143,20.02964285714286,78.98464285714286,0.5732142857142857,16.73571428571428,0.1371428571428571,-1.048839285714285,0.3877756331857534,0.8163326899557259,0,1,1,1659785.714285714,24.75,791.794,3865.705,-7.496522219513565,2024-04-01,2024-04
ANTIOQUIA,2024,5,189.0699687546858,169.7325785550241,2121.27,1440.21,1.5753533339278505,16061885.36132928,54.38142857142857,355,185.7114285714286,268.5385714285715,22.19885714285714,25.88914285714286,19.52971428571428,90.08571428571427,0.7805714285714286,16.46657142857143,0.1422857142857143,4.053142857142857,0.725224414388447,0.917567324316534,1,1,0,1607542.857142857,22.5,935.22,3870.384,19.33739019966168,2024-05-01,2024-05
ANTIOQUIA,2024,6,165.7721517220736,177.6130197022217,2121.27,1440.21,1.381233167846969,16061885.36132928,49.50857142857143,284,187.6014285714286,350.6557142857143,21.55214285714286,25.14142857142857,19.03857142857143,90.58785714285716,0.9396428571428572,16.69142857142857,0.1207142857142856,5.563928571428571,0.8407760914088144,0.9522328274226444,1,0,0,1825392.857142857,23.88,1023.959,4055.79,-11.84086798014809,2024-06-01,2024-06
ANTIOQUIA,2024,7,158.6292963232457,175.6252923578792,2121.27,1440.21,1.3217180521444432,16061885.36132928,23.13714285714286,284,147.6857142857143,335.2871428571429,21.8225,25.69285714285714,18.64607142857143,87.36107142857144,0.9342857142857144,19.19642857142857,0.1246428571428571,0.6297321428571431,0.7683482305927406,0.930504469177822,1,0,0,1879714.285714286,25.25,1019.355,4035.035,-16.99599603463349,2024-07-01,2024-07
ANTIOQUIA,2024,8,181.3801465043645,158.9727454501967,2121.27,1440.21,1.5112808257492822,16061885.36132928,25.71571428571428,355,95.27428571428572,255.7785714285714,21.91171428571429,25.95628571428571,18.73028571428572,86.41885714285715,0.8211428571428572,19.60742857142857,0.1594285714285714,0.792357142857143,0.7000706285214455,0.9100211885564335,0,0,0,1937142.857142857,25.38,1029.58,4067.31,22.40740105416776,2024-08-01,2024-08
ANTIOQUIA,2024,9,151.5193405469603,162.3421505860289,2121.27,1440.21,1.2624770599867543,16061885.36132928,19.98571428571429,284,77.91285714285715,160.3685714285714,22.25357142857143,26.37464285714286,19.12285714285714,85.97,0.7421428571428572,19.29678571428571,0.1592857142857143,0.2877678571428577,0.6007717300996123,0.8802315190298836,0,0,0,2118607.142857143,26.25,998.341,4183.9575,-10.8228100390686,2024-09-01,2024-09
ANTIOQUIA,2024,10,235.0498787804237,202.9448505377659,2121.27,1440.21,1.958463380593861,16061885.36132928,32.55714285714286,355,127.1685714285715,228.0757142857143,21.45428571428571,25.148,18.73971428571429,88.932,0.7671428571428571,17.75257142857143,0.1788571428571428,0.0866428571428571,0.6753011518726005,0.90259034556178,1,0,0,2175914.285714285,28.5,1039.068,4261.012000000001,32.10502824265774,2024-10-01,2024-10
ANTIOQUIA,2024,11,249.0334589027893,266.9362322312342,2121.27,1440.21,2.074976223490652,16061885.36132928,30.10142857142857,284,123.6342857142857,227.8085714285714,20.64321428571429,23.90785714285715,18.38142857142857,92.53678571428571,0.8707142857142857,15.30535714285714,0.1410714285714285,1.963214285714286,0.6720150669750408,0.9016045200925122,1,0,0,2498035.714285715,21.38,1193.949,4408.6275,-17.90277332844491,2024-11-01,2024-11
ANTIOQUIA,2024,12,246.1437970509994,272.5163467350351,2121.27,1440.21,2.0508992192888487,16061885.36132928,16.60857142857143,284,64.67571428571429,188.31,20.88285714285714,24.66464285714286,18.32428571428571,90.41071428571428,0.8407142857142856,15.14214285714286,0.17,0.8957142857142858,0.5923839407687439,0.8777151822306232,0,0,0,2765107.142857143,28.13,1303.939,4382.46,-26.37254968403565,2024-12-01,2024-12
CALDAS,2021,1,217.5634528978909,240.8738228512364,2802.47,2571.07,1.0154377106709231,10768530.45442331,11.96714285714286,284,48.8142857142857,54.21095238095237,16.52214285714286,21.77571428571429,12.50714285714286,84.08785714285713,0.7685714285714287,17.5025,0.3242857142857143,-1.027089285714286,0.4904512864415079,0.8471353859324523,0,0,1,1073214.285714286,16.25,1072.0,3497.6225,-23.31036995334554,2021-01-01,2021-01
CALDAS,2021,2,246.6672727995548,246.6672727995547,2802.47,2571.07,1.1512744785613216,10768530.45442331,13.08571428571429,284,48.87,97.6842857142857,16.82071428571429,21.38035714285714,13.50892857142857,85.88285714285715,0.7424999999999999,15.48,0.35,-1.034107142857143,0.4448036699159913,0.8334411009747973,0,0,1,1113535.714285714,16.88,1273.64,3554.505,5.684341886080802e-14,2021-02-01,2021-02
CALDAS,2021,3,211.3243529535481,233.9662479128568,2802.47,2571.07,0.986317850327909,10768530.45442331,14.83285714285714,284,56.82428571428571,105.6942857142857,15.93785714285714,20.42857142857143,12.7575,86.25714285714287,0.7474999999999999,14.0675,0.3075,-1.716160714285714,0.4300138034292187,0.8290041410287656,0,0,0,1156107.142857143,16.25,1128.007,3603.13,-22.64189495930873,2021-03-01,2021-03
CALDAS,2021,4,211.9856400444231,180.4882483899181,2802.47,2571.07,0.9894042871384586,10768530.45442331,26.45,355,96.54714285714286,167.66,16.524,21.19171428571429,13.10142857142857,86.32514285714286,0.7797142857142857,15.93914285714286,0.2622857142857143,-2.274142857142857,0.5438379620357902,0.863151388610737,0,0,0,1209342.857142857,15.38,1035.027,3660.336,31.49739165450504,2021-04-01,2021-04
CALDAS,2021,5,123.9769537327482,137.2601987755426,2802.47,2571.07,0.5786398055257065,10768530.45442331,7.319999999999999,284,41.59428571428572,123.8528571428571,16.74392857142857,21.6375,13.055,84.85142857142857,0.7428571428571429,16.93857142857143,0.2542857142857142,-4.509285714285714,0.4270934930675886,0.8281280479202765,0,0,1,1387714.285714286,15.13,345.0,3736.075,-13.28324504279445,2021-05-01,2021-05
CALDAS,2021,6,215.3984564655913,234.4118979088813,2802.47,2571.07,1.0053329849389925,10768530.45442331,26.26857142857143,284,81.73142857142858,123.3257142857143,15.90071428571429,20.57857142857143,12.24607142857143,86.74785714285714,0.7535714285714286,15.86642857142857,0.2514285714285714,-0.3559821428571425,0.5174205470451003,0.85522616411353,0,1,1,1417821.428571428,15.31,890.284,3680.635,-19.01344144328999,2021-06-01,2021-06
CALDAS,2021,7,299.4135437806339,269.3954225968037,2802.47,2571.07,1.3974580720741197,10768530.45442331,7.655714285714286,355,60.97857142857143,165.8414285714286,16.058,21.43571428571429,11.66457142857143,82.09457142857143,0.7165714285714285,16.61314285714285,0.2865714285714286,-3.313357142857143,0.3872174949384162,0.8161652484815247,0,1,1,1557857.142857143,14.81,1184.276,3822.534,30.0181211838302,2021-07-01,2021-07
CALDAS,2021,8,184.1540790023776,203.8848731812038,2802.47,2571.07,0.8595055552857491,10768530.45442331,8.298571428571428,284,30.66714285714286,68.51428571428572,16.39071428571429,21.68107142857143,12.45392857142857,81.59642857142856,0.6675000000000001,16.59678571428572,0.2928571428571428,-1.712232142857143,0.363720213501466,0.8091160640504398,0,1,1,1700964.285714286,14.88,1130.973,3885.995,-19.73079417882616,2021-08-01,2021-08
CALDAS,2021,9,304.3717593815643,269.3954225968037,2802.47,2571.07,1.4205996385080029,10768530.45442331,14.37285714285714,355,55.29,96.69285714285716,16.50114285714286,22.24171428571429,12.208,80.41485714285714,0.6585714285714286,17.89885714285714,0.2871428571428571,-0.6018571428571428,0.3946403543124775,0.8183921062937431,0,1,1,1723100.0,15.88,1089.832,3818.934,34.97633678476063,2021-09-01,2021-09
CALDAS,2021,10,203.6764239895149,225.4988979883915,2802.47,2571.07,0.9506225376493748,10768530.45442331,9.714285714285715,284,41.44571428571429,86.0,16.78892857142857,21.61214285714286,13.55285714285714,84.83214285714286,0.6528571428571428,16.30392857142857,0.2903571428571428,-3.779821428571429,0.3303234135744996,0.7990970240723498,0,1,1,1782785.714285715,15.63,986.834,3771.41,-21.8224739988766,2021-10-01,2021-10
